age,sexe,pays_origine,raison_voyage,provenance,destination,papiers_valides,casier_judiciaire,niveau_risque
45,Homme,Rwanda,Études,Kigali,Mbujimayi,1,1,Moyen
45,Femme,RDC,Affaires,Lubumbashi,Kananga,0,0,Moyen
60,Homme,Rwanda,Affaires,Kigali,Kananga,1,1,Moyen
24,Homme,Burundi,Études,Lubumbashi,Kinshasa,1,1,Moyen
28,Homme,Rwanda,Affaires,Kigali,Kinshasa,1,1,Moyen
37,Femme,Zambie,Affaires,Lusaka,Nairobi,1,1,Moyen
50,Homme,Zambie,Tourisme,Kinshasa,Tshikapa,0,0,Moyen
20,Femme,Rwanda,Tourisme,Kigali,Nairobi,0,1,Élevé
53,Femme,Burundi,Tourisme,Kisangani,Tshikapa,1,0,Faible
67,Femme,Tanzanie,Affaires,Goma,Luanda,1,0,Faible
28,Femme,Ouganda,Tourisme,Lusaka,Kananga,0,1,Élevé
42,Homme,Burundi,Affaires,Kinshasa,Kinshasa,0,1,Élevé
43,Homme,Angola,Affaires,Lubumbashi,Tshikapa,1,0,Faible
52,Homme,Angola,Études,Kisangani,Tshikapa,1,1,Moyen
67,Homme,Tanzanie,Migration,Kigali,Kananga,1,1,Moyen
55,Femme,Zambie,Transit,Kinshasa,Luanda,0,1,Élevé
64,Femme,Rwanda,Tourisme,Kinshasa,Mbujimayi,1,0,Faible
43,Femme,RDC,Affaires,Lusaka,Luanda,1,0,Faible
40,Femme,Tanzanie,Migration,Goma,Mbujimayi,0,0,Moyen
41,Femme,Tanzanie,Affaires,Lubumbashi,Kananga,0,0,Moyen
52,Homme,Rwanda,Migration,Lubumbashi,Mbujimayi,0,0,Moyen
58,Femme,Tanzanie,Études,Lubumbashi,Luanda,1,0,Faible
28,Homme,RDC,Migration,Lusaka,Nairobi,0,0,Moyen
28,Femme,Angola,Migration,Kisangani,Tshikapa,1,0,Faible
29,Homme,Burundi,Affaires,Kinshasa,Mbujimayi,1,0,Faible
53,Femme,Angola,Études,Goma,Tshikapa,0,1,Élevé
61,Homme,Burundi,Études,Lusaka,Kinshasa,0,1,Élevé
38,Homme,Angola,Études,Lusaka,Nairobi,1,1,Moyen
39,Homme,Tanzanie,Tourisme,Kinshasa,Tshikapa,0,0,Moyen
50,Homme,Ouganda,Transit,Lusaka,Luanda,1,0,Faible
26,Femme,Angola,Affaires,Lusaka,Mbujimayi,0,0,Moyen
44,Homme,Burundi,Affaires,Lubumbashi,Kananga,1,0,Faible
27,Homme,RDC,Affaires,Lusaka,Tshikapa,0,1,Élevé
30,Femme,Rwanda,Affaires,Kigali,Mbujimayi,1,0,Faible
53,Homme,Zambie,Études,Kinshasa,Kinshasa,1,0,Faible
25,Femme,Zambie,Migration,Kigali,Kinshasa,1,1,Moyen
18,Homme,Angola,Tourisme,Kisangani,Tshikapa,1,1,Moyen
22,Homme,Burundi,Tourisme,Goma,Kinshasa,1,1,Moyen
18,Homme,Tanzanie,Études,Kisangani,Tshikapa,1,0,Faible
24,Femme,Tanzanie,Tourisme,Goma,Kinshasa,1,0,Faible
55,Femme,Zambie,Affaires,Kigali,Mbujimayi,0,1,Élevé
24,Homme,Rwanda,Tourisme,Kisangani,Mbujimayi,1,1,Moyen
24,Homme,RDC,Transit,Lubumbashi,Nairobi,1,1,Moyen
28,Homme,Tanzanie,Affaires,Lubumbashi,Nairobi,0,1,Élevé
50,Homme,Burundi,Migration,Lusaka,Tshikapa,0,1,Élevé
35,Homme,Tanzanie,Transit,Goma,Kinshasa,0,1,Élevé
65,Homme,Ouganda,Transit,Kinshasa,Mbujimayi,0,0,Moyen
39,Homme,Zambie,Transit,Kisangani,Luanda,1,0,Faible
47,Femme,Tanzanie,Études,Kigali,Luanda,0,1,Élevé
20,Homme,RDC,Migration,Kisangani,Luanda,0,0,Élevé
19,Femme,Rwanda,Études,Kigali,Mbujimayi,1,0,Faible
52,Femme,RDC,Transit,Lubumbashi,Kananga,0,1,Élevé
62,Femme,Tanzanie,Transit,Lusaka,Nairobi,1,0,Faible
20,Femme,Tanzanie,Transit,Kigali,Kinshasa,1,1,Moyen
46,Femme,Ouganda,Études,Kinshasa,Mbujimayi,0,1,Élevé
55,Homme,RDC,Transit,Kisangani,Kinshasa,1,0,Faible
46,Femme,Rwanda,Tourisme,Kinshasa,Kinshasa,0,1,Élevé
51,Femme,RDC,Tourisme,Kisangani,Nairobi,0,0,Moyen
25,Homme,Angola,Migration,Lusaka,Luanda,1,0,Faible
18,Homme,Rwanda,Migration,Goma,Nairobi,0,0,Élevé
60,Homme,RDC,Migration,Kisangani,Kinshasa,0,0,Moyen
65,Homme,Tanzanie,Études,Kigali,Nairobi,1,0,Faible
47,Homme,Tanzanie,Transit,Lusaka,Kinshasa,0,0,Moyen
31,Femme,Tanzanie,Études,Kigali,Nairobi,1,0,Faible
50,Femme,Tanzanie,Études,Kigali,Luanda,1,0,Faible
52,Femme,Zambie,Affaires,Kigali,Kinshasa,1,0,Faible
21,Homme,Tanzanie,Tourisme,Goma,Kananga,1,1,Moyen
57,Femme,Zambie,Transit,Kisangani,Kinshasa,1,1,Moyen
35,Homme,Zambie,Tourisme,Goma,Kinshasa,0,1,Élevé
26,Femme,Tanzanie,Transit,Kisangani,Nairobi,0,1,Élevé
67,Femme,Zambie,Transit,Kigali,Mbujimayi,1,0,Faible
69,Femme,Angola,Transit,Kigali,Nairobi,0,1,Élevé
58,Homme,Burundi,Études,Lusaka,Luanda,1,1,Moyen
50,Femme,Burundi,Études,Lubumbashi,Nairobi,1,1,Moyen
44,Homme,Burundi,Migration,Kigali,Tshikapa,0,1,Élevé
61,Homme,Burundi,Affaires,Kinshasa,Kinshasa,0,1,Élevé
47,Femme,RDC,Affaires,Kisangani,Nairobi,0,0,Moyen
49,Homme,Burundi,Études,Lubumbashi,Kananga,0,0,Moyen
63,Femme,Rwanda,Tourisme,Lubumbashi,Kananga,1,1,Moyen
26,Femme,Tanzanie,Tourisme,Lusaka,Kananga,0,0,Moyen
66,Homme,Zambie,Migration,Kisangani,Kananga,0,1,Élevé
33,Femme,Tanzanie,Transit,Kinshasa,Tshikapa,1,0,Faible
34,Homme,Angola,Affaires,Lubumbashi,Kananga,1,1,Moyen
49,Homme,Rwanda,Migration,Kigali,Tshikapa,0,0,Moyen
63,Femme,Rwanda,Transit,Kisangani,Nairobi,1,0,Faible
27,Homme,RDC,Migration,Kinshasa,Kinshasa,1,0,Faible
30,Femme,Rwanda,Transit,Kisangani,Luanda,1,1,Moyen
69,Femme,RDC,Affaires,Kinshasa,Luanda,0,0,Moyen
58,Homme,Burundi,Tourisme,Goma,Tshikapa,0,1,Élevé
65,Femme,RDC,Affaires,Lubumbashi,Kananga,0,0,Moyen
41,Femme,Rwanda,Transit,Goma,Luanda,1,0,Faible
60,Homme,Rwanda,Transit,Kisangani,Tshikapa,1,1,Moyen
21,Homme,Burundi,Affaires,Lusaka,Tshikapa,1,0,Faible
49,Femme,Burundi,Études,Kigali,Nairobi,1,0,Faible
32,Homme,Burundi,Migration,Lubumbashi,Luanda,0,1,Élevé
61,Femme,RDC,Tourisme,Kigali,Kananga,0,1,Élevé
54,Femme,Tanzanie,Affaires,Goma,Luanda,0,0,Moyen
61,Homme,Angola,Tourisme,Kigali,Kinshasa,1,1,Moyen
61,Homme,Burundi,Tourisme,Goma,Luanda,0,1,Élevé
59,Femme,RDC,Tourisme,Kisangani,Nairobi,0,0,Moyen
20,Homme,Angola,Études,Lubumbashi,Tshikapa,1,0,Faible
47,Femme,Ouganda,Migration,Lubumbashi,Mbujimayi,1,0,Faible
64,Homme,Ouganda,Affaires,Lusaka,Kananga,0,0,Moyen
65,Homme,Ouganda,Migration,Lusaka,Luanda,0,0,Moyen
18,Femme,Angola,Tourisme,Goma,Mbujimayi,0,0,Moyen
44,Homme,Zambie,Tourisme,Kigali,Kananga,0,0,Moyen
59,Femme,Burundi,Transit,Lubumbashi,Kinshasa,0,1,Élevé
36,Femme,Burundi,Études,Kigali,Kinshasa,0,0,Moyen
21,Femme,Angola,Affaires,Lubumbashi,Nairobi,0,0,Moyen
28,Femme,Ouganda,Études,Kinshasa,Tshikapa,1,1,Moyen
63,Femme,Rwanda,Études,Kigali,Tshikapa,0,1,Élevé
49,Femme,RDC,Études,Goma,Nairobi,0,1,Élevé
34,Femme,Angola,Transit,Kisangani,Kananga,1,1,Moyen
31,Femme,Ouganda,Migration,Lusaka,Tshikapa,1,1,Moyen
53,Femme,RDC,Migration,Kinshasa,Nairobi,1,1,Moyen
38,Femme,Burundi,Migration,Kinshasa,Kinshasa,0,0,Moyen
57,Femme,Angola,Études,Kisangani,Kananga,1,0,Faible
68,Homme,Ouganda,Affaires,Goma,Nairobi,0,1,Élevé
34,Homme,Burundi,Tourisme,Kinshasa,Tshikapa,0,1,Élevé
22,Femme,RDC,Transit,Goma,Nairobi,1,0,Faible
68,Homme,RDC,Migration,Goma,Tshikapa,1,1,Moyen
58,Homme,Angola,Migration,Kigali,Luanda,0,0,Moyen
29,Femme,Angola,Études,Lusaka,Tshikapa,0,1,Élevé
61,Femme,RDC,Migration,Kinshasa,Mbujimayi,0,1,Élevé
53,Homme,Ouganda,Migration,Kinshasa,Nairobi,0,1,Élevé
18,Femme,Burundi,Tourisme,Kisangani,Kananga,0,1,Élevé
47,Homme,Tanzanie,Tourisme,Goma,Tshikapa,0,1,Élevé
32,Homme,Burundi,Études,Kigali,Tshikapa,1,1,Moyen
46,Homme,Tanzanie,Transit,Goma,Mbujimayi,0,1,Élevé
22,Homme,RDC,Études,Kinshasa,Mbujimayi,1,0,Faible
70,Homme,Burundi,Études,Lusaka,Tshikapa,0,0,Moyen
18,Femme,RDC,Affaires,Kisangani,Nairobi,1,1,Moyen
28,Homme,Tanzanie,Études,Lubumbashi,Mbujimayi,0,0,Moyen
61,Homme,Ouganda,Migration,Kisangani,Luanda,1,1,Moyen
59,Femme,Tanzanie,Transit,Lusaka,Kananga,1,1,Moyen
56,Femme,Tanzanie,Transit,Kisangani,Kananga,1,0,Faible
42,Femme,Tanzanie,Affaires,Kinshasa,Tshikapa,0,1,Élevé
36,Homme,Rwanda,Affaires,Goma,Tshikapa,0,1,Élevé
23,Homme,Angola,Migration,Kigali,Kananga,1,1,Élevé
68,Femme,Tanzanie,Études,Lusaka,Luanda,1,1,Moyen
52,Homme,Tanzanie,Migration,Kinshasa,Luanda,1,1,Moyen
49,Homme,Zambie,Migration,Kisangani,Luanda,0,1,Élevé
51,Femme,Ouganda,Migration,Kigali,Luanda,0,1,Élevé
35,Homme,Ouganda,Tourisme,Lubumbashi,Tshikapa,1,0,Faible
36,Homme,Tanzanie,Transit,Goma,Tshikapa,1,1,Moyen
19,Femme,Angola,Affaires,Kisangani,Tshikapa,0,1,Élevé
27,Femme,Tanzanie,Études,Kinshasa,Mbujimayi,0,0,Moyen
62,Homme,Tanzanie,Études,Kisangani,Nairobi,0,1,Élevé
44,Femme,Ouganda,Études,Kigali,Nairobi,1,0,Faible
70,Homme,RDC,Affaires,Kisangani,Luanda,1,0,Faible
50,Homme,RDC,Migration,Lusaka,Nairobi,0,1,Élevé
62,Homme,Zambie,Tourisme,Lubumbashi,Kananga,1,1,Moyen
27,Femme,Ouganda,Migration,Lusaka,Kananga,0,1,Élevé
39,Femme,Ouganda,Affaires,Kigali,Luanda,1,0,Faible
63,Homme,RDC,Transit,Goma,Nairobi,1,1,Moyen
46,Femme,Burundi,Tourisme,Kisangani,Kananga,0,1,Élevé
24,Femme,Tanzanie,Études,Kisangani,Nairobi,1,0,Faible
23,Femme,Burundi,Tourisme,Goma,Kananga,1,1,Moyen
52,Homme,Zambie,Transit,Kisangani,Kananga,0,1,Élevé
46,Femme,Ouganda,Études,Kigali,Nairobi,1,1,Moyen
48,Femme,Rwanda,Transit,Kisangani,Luanda,1,1,Moyen
66,Femme,RDC,Affaires,Kisangani,Mbujimayi,0,0,Moyen
64,Homme,Burundi,Tourisme,Lusaka,Tshikapa,1,0,Faible
62,Femme,Rwanda,Tourisme,Lusaka,Luanda,0,1,Élevé
42,Homme,Ouganda,Études,Kinshasa,Mbujimayi,0,1,Élevé
51,Femme,Zambie,Transit,Goma,Luanda,0,1,Élevé
64,Femme,Burundi,Tourisme,Kinshasa,Tshikapa,1,1,Moyen
26,Homme,Tanzanie,Affaires,Kinshasa,Kinshasa,0,1,Élevé
39,Femme,Ouganda,Tourisme,Kisangani,Kananga,0,1,Élevé
20,Homme,Tanzanie,Affaires,Goma,Nairobi,1,0,Faible
33,Homme,Angola,Migration,Lusaka,Kananga,1,0,Faible
52,Femme,Tanzanie,Affaires,Kisangani,Tshikapa,1,1,Moyen
44,Homme,Zambie,Tourisme,Kinshasa,Kananga,0,0,Moyen
52,Homme,Burundi,Études,Lubumbashi,Luanda,1,0,Faible
43,Femme,RDC,Transit,Lusaka,Tshikapa,1,1,Moyen
50,Femme,Burundi,Affaires,Kisangani,Kinshasa,1,1,Moyen
23,Homme,Angola,Études,Lusaka,Luanda,0,1,Élevé
26,Homme,Angola,Études,Lusaka,Luanda,1,1,Moyen
55,Homme,Rwanda,Études,Kisangani,Kinshasa,1,0,Faible
52,Homme,Tanzanie,Études,Kisangani,Kinshasa,0,1,Élevé
27,Homme,Angola,Tourisme,Lusaka,Kananga,0,1,Élevé
23,Homme,Angola,Affaires,Kinshasa,Kananga,1,1,Moyen
51,Femme,Rwanda,Affaires,Goma,Nairobi,1,1,Moyen
26,Femme,Ouganda,Transit,Lubumbashi,Kinshasa,0,1,Élevé
65,Femme,RDC,Affaires,Lubumbashi,Mbujimayi,1,1,Moyen
53,Homme,Zambie,Transit,Goma,Mbujimayi,0,1,Élevé
29,Homme,Zambie,Affaires,Kisangani,Nairobi,1,1,Moyen
48,Homme,Rwanda,Migration,Lubumbashi,Kananga,0,1,Élevé
49,Homme,RDC,Transit,Kisangani,Kananga,1,1,Moyen
63,Femme,Angola,Tourisme,Lubumbashi,Kinshasa,0,0,Moyen
28,Femme,Zambie,Migration,Kinshasa,Tshikapa,0,1,Élevé
20,Homme,Rwanda,Transit,Kisangani,Tshikapa,1,0,Faible
55,Femme,Burundi,Tourisme,Kisangani,Mbujimayi,0,1,Élevé
48,Homme,Rwanda,Études,Goma,Nairobi,1,1,Moyen
59,Femme,Angola,Études,Goma,Tshikapa,1,0,Faible
37,Femme,Ouganda,Transit,Lusaka,Nairobi,1,1,Moyen
65,Homme,Angola,Affaires,Lusaka,Kananga,0,0,Moyen
36,Femme,Rwanda,Études,Goma,Nairobi,1,0,Faible
18,Femme,Angola,Affaires,Lusaka,Luanda,1,1,Moyen
55,Femme,Angola,Migration,Kisangani,Mbujimayi,1,1,Moyen
19,Femme,Angola,Tourisme,Kinshasa,Kananga,0,0,Moyen
33,Homme,Tanzanie,Tourisme,Lubumbashi,Nairobi,1,0,Faible
66,Femme,Angola,Études,Lubumbashi,Kananga,1,1,Moyen
53,Homme,Rwanda,Études,Kinshasa,Mbujimayi,0,0,Moyen
41,Homme,Angola,Migration,Kisangani,Kananga,1,1,Moyen
47,Homme,Angola,Migration,Goma,Kananga,1,0,Faible
38,Femme,Rwanda,Études,Goma,Nairobi,1,1,Moyen
62,Femme,Rwanda,Migration,Kisangani,Luanda,1,1,Moyen
41,Homme,Rwanda,Transit,Lusaka,Kananga,1,0,Faible
54,Homme,Burundi,Tourisme,Kisangani,Luanda,1,1,Moyen
22,Homme,Ouganda,Transit,Lubumbashi,Nairobi,1,0,Faible
65,Femme,Angola,Tourisme,Goma,Nairobi,0,0,Moyen
43,Femme,RDC,Tourisme,Kigali,Nairobi,0,0,Moyen
37,Femme,Burundi,Transit,Lusaka,Tshikapa,1,0,Faible
21,Homme,RDC,Affaires,Goma,Nairobi,1,1,Moyen
47,Homme,RDC,Études,Lusaka,Luanda,0,1,Élevé
21,Homme,Zambie,Transit,Lusaka,Kananga,0,0,Moyen
68,Homme,Tanzanie,Transit,Kisangani,Mbujimayi,0,0,Moyen
67,Femme,Angola,Transit,Lusaka,Mbujimayi,1,0,Faible
29,Homme,Zambie,Études,Kinshasa,Tshikapa,0,1,Élevé
48,Femme,Ouganda,Études,Kinshasa,Nairobi,0,1,Élevé
70,Femme,Ouganda,Transit,Kinshasa,Kananga,0,0,Moyen
38,Femme,Burundi,Tourisme,Kinshasa,Luanda,0,0,Moyen
31,Femme,Tanzanie,Affaires,Kisangani,Luanda,1,1,Moyen
22,Homme,Angola,Études,Lusaka,Luanda,1,0,Faible
47,Femme,Ouganda,Migration,Kinshasa,Kananga,1,0,Faible
36,Homme,RDC,Tourisme,Lubumbashi,Mbujimayi,0,0,Moyen
62,Homme,Ouganda,Tourisme,Lubumbashi,Mbujimayi,0,1,Élevé
55,Femme,Ouganda,Tourisme,Lubumbashi,Luanda,0,0,Moyen
55,Femme,Tanzanie,Migration,Kisangani,Tshikapa,0,0,Moyen
25,Homme,Tanzanie,Études,Kigali,Mbujimayi,0,0,Moyen
60,Homme,Angola,Transit,Goma,Luanda,0,0,Moyen
46,Homme,Angola,Migration,Lusaka,Kinshasa,1,0,Faible
37,Homme,Burundi,Tourisme,Kinshasa,Nairobi,0,0,Moyen
57,Homme,Ouganda,Migration,Kisangani,Mbujimayi,1,0,Faible
25,Homme,Tanzanie,Affaires,Lubumbashi,Mbujimayi,0,1,Élevé
69,Femme,Ouganda,Transit,Goma,Mbujimayi,1,0,Faible
34,Femme,Zambie,Migration,Kisangani,Mbujimayi,1,1,Moyen
40,Homme,Rwanda,Migration,Lubumbashi,Kananga,0,1,Élevé
66,Homme,RDC,Migration,Kinshasa,Kananga,1,0,Faible
23,Homme,Rwanda,Migration,Kinshasa,Kananga,1,0,Moyen
21,Femme,Burundi,Migration,Kinshasa,Mbujimayi,1,1,Élevé
43,Femme,Burundi,Études,Lubumbashi,Nairobi,0,0,Moyen
31,Femme,RDC,Tourisme,Goma,Mbujimayi,1,0,Faible
68,Homme,Ouganda,Migration,Kinshasa,Tshikapa,0,1,Élevé
30,Homme,Angola,Affaires,Kisangani,Kananga,0,1,Élevé
39,Femme,Rwanda,Transit,Lusaka,Luanda,0,0,Moyen
33,Femme,Rwanda,Études,Lusaka,Mbujimayi,1,0,Faible
27,Femme,Ouganda,Affaires,Lusaka,Tshikapa,1,1,Moyen
40,Femme,Zambie,Tourisme,Lubumbashi,Luanda,0,1,Élevé
68,Homme,Angola,Transit,Kigali,Kananga,0,1,Élevé
49,Homme,Ouganda,Migration,Lubumbashi,Kinshasa,0,0,Moyen
33,Homme,RDC,Transit,Lusaka,Kananga,1,1,Moyen
46,Femme,Ouganda,Transit,Goma,Kinshasa,1,1,Moyen
65,Femme,Tanzanie,Transit,Kinshasa,Kinshasa,0,1,Élevé
67,Homme,Angola,Tourisme,Goma,Kananga,0,1,Élevé
39,Femme,Angola,Études,Goma,Kinshasa,1,0,Faible
25,Femme,Rwanda,Études,Kisangani,Mbujimayi,0,0,Moyen
65,Femme,Rwanda,Tourisme,Kisangani,Kinshasa,0,0,Moyen
63,Femme,Tanzanie,Affaires,Lusaka,Kinshasa,0,0,Moyen
44,Femme,RDC,Tourisme,Kisangani,Kinshasa,0,0,Moyen
42,Homme,RDC,Études,Kigali,Kananga,1,0,Faible
68,Femme,Rwanda,Transit,Lusaka,Nairobi,1,1,Moyen
40,Femme,Angola,Migration,Kigali,Kananga,1,1,Moyen
67,Homme,Burundi,Migration,Kinshasa,Tshikapa,0,0,Moyen
36,Femme,Tanzanie,Transit,Kisangani,Tshikapa,1,1,Moyen
68,Femme,RDC,Tourisme,Lubumbashi,Mbujimayi,0,0,Moyen
56,Femme,Tanzanie,Affaires,Lubumbashi,Kinshasa,0,0,Moyen
51,Femme,Zambie,Études,Goma,Tshikapa,0,0,Moyen
59,Femme,Tanzanie,Affaires,Goma,Luanda,0,1,Élevé
60,Homme,Ouganda,Transit,Lusaka,Nairobi,1,0,Faible
68,Homme,Rwanda,Tourisme,Lusaka,Luanda,0,1,Élevé
61,Femme,RDC,Études,Kinshasa,Mbujimayi,0,1,Élevé
69,Femme,Zambie,Tourisme,Lubumbashi,Tshikapa,1,1,Moyen
30,Femme,Zambie,Migration,Kinshasa,Mbujimayi,1,0,Faible
69,Femme,Ouganda,Transit,Lusaka,Nairobi,1,0,Faible
37,Homme,Ouganda,Transit,Kisangani,Tshikapa,1,1,Moyen
54,Femme,Rwanda,Affaires,Kinshasa,Nairobi,1,1,Moyen
45,Homme,Burundi,Transit,Lubumbashi,Luanda,0,0,Moyen
25,Femme,Tanzanie,Tourisme,Lusaka,Kinshasa,0,1,Élevé
37,Femme,Ouganda,Transit,Lusaka,Tshikapa,0,0,Moyen
38,Homme,Zambie,Migration,Lusaka,Kananga,0,0,Moyen
45,Femme,Tanzanie,Études,Kigali,Kinshasa,0,0,Moyen
21,Homme,Burundi,Tourisme,Goma,Luanda,0,0,Moyen
61,Femme,Tanzanie,Transit,Goma,Kinshasa,0,0,Moyen
20,Femme,Zambie,Études,Kisangani,Luanda,1,0,Faible
62,Femme,Angola,Affaires,Kisangani,Nairobi,1,0,Faible
68,Homme,Tanzanie,Affaires,Goma,Kananga,1,1,Moyen
43,Femme,Ouganda,Études,Kinshasa,Nairobi,0,0,Moyen
26,Femme,Rwanda,Migration,Kisangani,Nairobi,1,1,Moyen
24,Homme,Rwanda,Études,Kigali,Kananga,0,1,Élevé
20,Femme,RDC,Tourisme,Goma,Nairobi,0,0,Moyen
44,Homme,RDC,Transit,Goma,Tshikapa,1,1,Moyen
63,Homme,RDC,Études,Kigali,Kananga,0,1,Élevé
41,Femme,Angola,Transit,Goma,Kananga,1,0,Faible
33,Femme,Tanzanie,Migration,Kisangani,Luanda,1,1,Moyen
18,Homme,Burundi,Études,Kigali,Mbujimayi,0,1,Élevé
33,Homme,Rwanda,Tourisme,Lubumbashi,Mbujimayi,0,0,Moyen
66,Homme,Burundi,Migration,Kigali,Luanda,0,1,Élevé
60,Femme,Burundi,Tourisme,Lubumbashi,Luanda,1,1,Moyen
64,Homme,Ouganda,Affaires,Kigali,Nairobi,1,1,Moyen
22,Femme,Rwanda,Migration,Lusaka,Luanda,0,0,Élevé
67,Homme,Zambie,Tourisme,Lubumbashi,Nairobi,1,0,Faible
66,Homme,Burundi,Tourisme,Lubumbashi,Kinshasa,0,1,Élevé
63,Femme,Zambie,Études,Lubumbashi,Kananga,0,1,Élevé
69,Homme,Ouganda,Études,Lubumbashi,Tshikapa,1,0,Faible
61,Femme,Burundi,Transit,Kigali,Kinshasa,1,0,Faible
57,Femme,Rwanda,Tourisme,Goma,Tshikapa,1,1,Moyen
43,Femme,Burundi,Affaires,Goma,Kinshasa,1,1,Moyen
61,Femme,RDC,Études,Kigali,Kananga,0,1,Élevé
55,Femme,Burundi,Migration,Kigali,Tshikapa,0,0,Moyen
30,Femme,Rwanda,Affaires,Lubumbashi,Mbujimayi,0,1,Élevé
29,Femme,Ouganda,Affaires,Kinshasa,Kananga,0,1,Élevé
60,Femme,Rwanda,Affaires,Kisangani,Kinshasa,0,0,Moyen
18,Homme,Burundi,Transit,Kinshasa,Nairobi,1,0,Faible
39,Homme,Burundi,Études,Kisangani,Kananga,0,1,Élevé
47,Femme,Tanzanie,Migration,Kisangani,Mbujimayi,0,1,Élevé
63,Homme,Burundi,Études,Kigali,Mbujimayi,0,1,Élevé
31,Femme,Tanzanie,Migration,Kigali,Kananga,0,0,Moyen
49,Femme,Angola,Affaires,Kisangani,Kananga,0,1,Élevé
62,Femme,Angola,Études,Lubumbashi,Kinshasa,0,0,Moyen
49,Homme,Angola,Transit,Kigali,Kananga,0,0,Moyen
32,Homme,Tanzanie,Migration,Lusaka,Nairobi,0,0,Moyen
52,Femme,Angola,Affaires,Kisangani,Mbujimayi,0,1,Élevé
18,Femme,Angola,Affaires,Lubumbashi,Kananga,0,0,Moyen
52,Femme,Rwanda,Migration,Lusaka,Mbujimayi,0,1,Élevé
59,Femme,Ouganda,Tourisme,Kisangani,Kinshasa,0,1,Élevé
24,Femme,Zambie,Tourisme,Goma,Kinshasa,1,0,Faible
59,Femme,Rwanda,Transit,Lusaka,Tshikapa,1,1,Moyen
64,Homme,RDC,Transit,Goma,Nairobi,0,1,Élevé
57,Homme,Burundi,Transit,Kinshasa,Tshikapa,0,0,Moyen
58,Femme,Angola,Études,Goma,Luanda,1,0,Faible
34,Homme,Ouganda,Études,Lubumbashi,Nairobi,0,0,Moyen
56,Femme,Ouganda,Études,Goma,Nairobi,0,0,Moyen
23,Femme,RDC,Affaires,Lubumbashi,Mbujimayi,1,1,Moyen
40,Femme,Zambie,Tourisme,Lusaka,Nairobi,0,0,Moyen
39,Homme,Burundi,Migration,Goma,Nairobi,1,0,Faible
43,Femme,Angola,Transit,Goma,Kinshasa,1,0,Faible
37,Femme,Angola,Affaires,Kigali,Luanda,1,0,Faible
64,Homme,Angola,Études,Kisangani,Kananga,1,0,Faible
48,Femme,Angola,Affaires,Kinshasa,Tshikapa,1,1,Moyen
33,Femme,Rwanda,Affaires,Kigali,Nairobi,1,0,Faible
56,Femme,Ouganda,Transit,Kigali,Tshikapa,0,0,Moyen
53,Femme,Rwanda,Transit,Goma,Tshikapa,1,1,Moyen
30,Homme,Burundi,Tourisme,Kigali,Kinshasa,0,0,Moyen
21,Homme,Tanzanie,Tourisme,Kinshasa,Nairobi,0,1,Élevé
31,Femme,Tanzanie,Migration,Lubumbashi,Nairobi,0,1,Élevé
65,Femme,Tanzanie,Migration,Lubumbashi,Nairobi,0,0,Moyen
64,Homme,Rwanda,Études,Goma,Tshikapa,0,0,Moyen
45,Femme,RDC,Tourisme,Kigali,Mbujimayi,0,0,Moyen
37,Femme,Burundi,Tourisme,Lusaka,Kinshasa,0,0,Moyen
44,Femme,Rwanda,Migration,Kigali,Luanda,0,1,Élevé
50,Femme,Ouganda,Transit,Lusaka,Tshikapa,0,1,Élevé
45,Homme,Zambie,Études,Lusaka,Mbujimayi,0,1,Élevé
24,Femme,Rwanda,Transit,Lusaka,Luanda,0,0,Moyen
36,Femme,Zambie,Migration,Lubumbashi,Nairobi,1,1,Moyen
45,Femme,Rwanda,Migration,Lubumbashi,Nairobi,0,1,Élevé
67,Homme,Tanzanie,Transit,Lubumbashi,Luanda,0,1,Élevé
42,Femme,Rwanda,Tourisme,Kigali,Kananga,1,1,Moyen
65,Femme,Burundi,Tourisme,Kigali,Luanda,0,1,Élevé
35,Homme,Zambie,Transit,Kisangani,Mbujimayi,1,1,Moyen
57,Homme,Ouganda,Tourisme,Goma,Kananga,1,0,Faible
27,Homme,RDC,Études,Kigali,Nairobi,1,1,Moyen
43,Homme,Rwanda,Affaires,Kisangani,Kananga,1,1,Moyen
51,Femme,Ouganda,Transit,Lubumbashi,Mbujimayi,0,0,Moyen
61,Femme,Burundi,Tourisme,Lubumbashi,Luanda,1,0,Faible
18,Homme,Angola,Transit,Kisangani,Kinshasa,1,1,Moyen
45,Homme,Rwanda,Études,Kinshasa,Kananga,1,1,Moyen
34,Femme,Rwanda,Migration,Goma,Nairobi,0,0,Moyen
45,Homme,Angola,Affaires,Kinshasa,Tshikapa,0,0,Moyen
64,Femme,Tanzanie,Transit,Kisangani,Luanda,1,0,Faible
58,Homme,RDC,Transit,Kinshasa,Tshikapa,0,0,Moyen
31,Femme,Angola,Études,Goma,Nairobi,1,0,Faible
24,Homme,Ouganda,Transit,Kisangani,Nairobi,0,0,Moyen
28,Femme,Zambie,Migration,Lubumbashi,Luanda,0,0,Moyen
19,Homme,Angola,Transit,Kisangani,Kinshasa,0,0,Moyen
41,Homme,Burundi,Tourisme,Kigali,Tshikapa,0,0,Moyen
43,Femme,RDC,Transit,Kisangani,Mbujimayi,0,0,Moyen
54,Femme,Ouganda,Migration,Kinshasa,Luanda,1,1,Moyen
22,Femme,RDC,Études,Kinshasa,Nairobi,1,0,Faible
